Car_ID,Rust_Level,Structural_Strength_Score,Damage_Severity,Body_Remaining_Years
1,75.30113918391743,,3.937374258373837,1.0
2,13.565997001185506,5.612335998924679,8.675983152276089,1.0
3,50.70900909912491,7.831854026539502,4.790108204567337,1.0
4,17.75809558442433,3.2263579013622543,2.8451321183253646,1.0
5,61.678011485745685,7.236222773702025,6.7149249212678015,1.0
6,25.18010874364873,6.282133426234656,6.931932864034015,1.0
7,52.27203963177032,4.06741021623584,1.6773658145412256,1.0
8,34.3374547835428,8.856499989105032,7.067150027838652,2.5128206470805683
9,49.87500626870336,6.551164189934685,4.876383172719084,1.0
10,47.616163678408206,6.326990655059954,1.6244656680206986,2.6253474966833634
11,38.51211648873876,3.2990281811078686,6.3652997526767745,1.0
12,25.338135557637038,3.875715347843834,3.8307840521179464,1.0
13,35.930801848121774,1.704445135626715,6.461947692258007,1.0
14,28.66612769829004,,4.425844008778144,4.045654162048697
15,14.427600359193926,6.416861418659044,5.533302185056063,1.0
16,38.152571815551234,6.376918924951648,8.954182520649022,1.0
17,18.035969031390504,,5.300884756458274,5.009308156994138
18,19.97682726103209,5.86621917927962,6.870703144001497,1.0
19,2.6592019089555956,5.086163436023479,4.742799122346463,1.8068104761791823
20,72.74932934465228,8.318838852965829,6.374916369897328,1.0
21,48.49313043503428,,4.952897255309806,5.943107054753268
22,25.601950315915005,4.8571050707917,3.875297389005698,1.192614659066511
23,61.71745070665742,6.573883364043094,1.7756021453852855,2.4977818410930688
24,17.692041435683343,3.4395794639118127,2.2151316418059026,1.0
25,49.87571592411728,7.55015147308367,6.732557442372123,1.0
26,38.175881821987616,3.5462706893562332,3.3046225869269503,1.0
27,32.476375162367766,6.5904776829498175,8.293444842159662,1.0
28,47.42248107849193,2.9173463343572976,7.407883994146154,1.0
29,22.699961419917024,6.21708945826494,6.872427465913157,1.0
30,50.924447877623635,8.637559092281467,1.9563619458501864,2.0897464529901715
31,8.674423805054431,7.1555021824819764,3.329723717906232,4.5895311433281165
32,15.916928382512548,6.532113992021287,1.3543761403598542,7.453831163157644
33,22.56087581591453,7.581519983120586,2.7597759231892667,5.794190734524101
34,,1.9471068240842413,3.5460239749349354,1.0
35,33.956412484669784,4.267805743071423,3.5640394380161133,1.0
36,27.135738552345096,5.440501127630673,6.5464618088523086,1.0
37,26.8597719110574,6.473442793208757,8.932024117023886,1.0
38,11.542184700704407,4.081441396079207,2.7083516692882266,2.0309799032857767
39,69.74495600143726,6.833108848232657,1.866458954632585,4.174774128992183
40,22.96734009966812,3.785347820114382,4.23170537064345,1.0
41,22.236114444481554,7.369044948229333,4.2329154975651955,1.0
42,34.17653894238698,9.12245800781934,4.354911927894009,5.347667839571363
43,61.01673774570438,4.938438070907462,4.372460844659919,1.0
44,34.139816084167634,1.041229437359212,3.363181812901751,1.0
45,21.447990633975405,3.846570348472853,3.6711102810474774,1.0
46,20.34688016021544,6.018888398596523,2.9832085871716214,6.211380839599313
47,37.61121552417429,7.759709827310809,6.113033220928685,1.0
48,21.06774718511869,7.503478479081985,6.670848592649179,1.0
49,55.3153950837484,8.717540512304348,3.4869124353692085,4.197507016972498
50,15.436891427498272,7.7398303296128805,3.277404904169365,5.582540054276447
51,13.543621706430208,5.210492603524596,4.056983243284016,1.6351110898922132
52,28.300078895827756,7.370518364301658,2.6390445684853123,6.650745445770445
53,67.60106292341122,6.855633302028209,7.225456485963582,1.0
54,43.100118769747574,3.287541526651478,3.1675362645303435,1.0
55,,3.3971986699431107,4.996685308292307,1.0
56,,6.136900932849968,3.364431242548699,2.8166365050218087
57,18.770622841759437,4.831702980525536,1.1597035377855307,2.542682058407258
58,,7.509684058757765,8.221090642989473,1.0
59,43.11354216605151,7.244030711741177,6.647045513728827,1.9317874301690896
60,67.24133827158877,2.276919334449795,4.707870181552325,1.0
61,46.783263340139364,3.4079703641897723,3.3058476525406144,1.0
62,42.510554728820395,8.250954986047933,6.675374052617116,1.0
63,46.96144350463992,6.8231228005844455,3.3233879383253147,2.8688666075972256
64,18.705427437403255,7.609847501243916,3.439655911852528,5.773359179982335
65,22.058052194216643,7.001570431395676,3.943260559820559,2.4982422113318403
66,58.90381765894238,8.046911793196193,1.5543287010665163,2.9760098819958065
67,54.92241944574974,7.988508781962832,7.088216011877821,1.0
68,43.074024360176125,4.325410247257295,6.100890759156641,1.0
69,20.41921892267665,4.4268149415126254,2.617910392299292,2.9299770528674602
70,,8.521408898480265,2.6852196360384784,4.141073944567471
71,62.08238345673895,5.856191776885604,0.8365168777441757,2.6779831897220254
72,30.675698014745507,6.761764632704367,3.516539651067764,4.393519350697178
73,50.98313224469371,,1.1962321198158286,2.7522301539948826
74,9.994775768726221,7.034767440205841,7.954329106236915,1.051731752044257
75,16.184611126449894,6.486605916968086,3.668760145951142,2.7571162840619037
76,20.869829474074926,7.802765230939043,7.797778567920681,1.0
77,29.484281924821808,1.9657964321243773,3.435134627160663,1.0
78,36.457740886734136,7.532072807144643,2.867962003302768,4.672350882978254
79,57.14983951579341,4.132324214123537,5.845331295874164,1.0
80,37.619616900908866,4.250740698285827,2.0910364076671146,3.0123409739101765
81,5.587504550532529,3.4618300585554773,3.988247849693174,1.0
82,36.15451086707772,7.582137856392883,3.971195373006317,5.8677051828478115
83,66.03094290725237,6.896917132074729,3.8715060996296473,1.0
84,72.2261980985269,5.545742232107344,5.284037487548399,1.0
85,39.90543155009109,8.530533156437675,5.908632379623679,2.3258121539185597
86,70.45621119156061,5.048443019056999,5.114575928929243,1.0
87,29.420721954175775,4.547369332914373,2.57192967283829,1.0
88,58.11722243704464,2.415298710143475,1.5637851634073787,1.0
89,14.110021816560018,,2.879855895560733,5.063742140432764
90,28.19888302175914,6.891130900036677,3.094295996196112,1.5024841245162586
91,50.85907249952504,4.38364613221881,3.0031765614526194,1.7244954035360975
92,49.63790462347137,5.780726246008662,4.321321542450364,1.0
93,38.42776420679774,2.6748373131345633,5.680700906427097,1.0
94,34.28206649003215,7.677489577757804,0.4983605140052154,6.077326903905985
95,54.65981628652262,6.9910979485061,4.284058762226416,2.277266049876334
96,,7.393147597150147,5.809892401413906,1.475763897803343
97,37.511440622563825,7.41666988294405,2.087285289863988,3.874539874772471
98,24.10550841121479,4.595998035933115,7.618339541269382,1.0
99,22.641404116024816,4.68107457613109,3.5412025219566488,1.0
100,20.97932535555022,4.135874127975112,1.9736700699797507,1.0
101,17.84687393808486,6.3133557399492695,5.826201232289165,1.0
102,42.61869149013862,4.947147416724157,4.106944146074026,1.0
103,3.59758082380057,6.742194250520404,5.078851369075306,3.947182037822704
104,11.024938292319836,6.75186026026347,3.50398262019542,5.45915778123406
105,37.40303515142271,6.508230586517225,7.375574885658117,1.0
106,52.81216657014329,2.4211569632501955,1.5262962245100082,1.0
107,62.12549525005292,7.68839810268775,3.1102642647047514,3.9608871535424863
108,,2.951598854540677,2.8850618364151384,1.0
109,57.27414285293887,2.7612440053218554,1.2251297942716848,1.0
110,45.72604535196088,7.750692028004606,3.3039074922175047,2.3816834542117413
111,77.86888210555337,4.277354799035574,6.361671822801089,1.0
112,33.70046778858818,7.56282544054968,4.782729019925928,4.128976349733246
113,,6.729949154332239,6.457591379005322,3.6472265120562395
114,46.48365946150088,4.987946701155435,5.3596750478236945,1.0
115,20.11610657790791,6.577729303142733,5.9080621565640925,5.404124470088362
116,,8.745706881210356,3.9493266490867414,5.408005276160875
117,49.252272642145975,6.911665250551677,6.446578794712638,2.0393718743670854
118,31.037820071301635,6.180269533099814,2.000634148285747,1.001215902121153
119,52.19407714364574,1.8673716106385916,2.21310257015017,1.0
120,18.273417589623424,3.4790648945853446,1.3890074892192372,2.3579745537890093
121,48.99493471348727,7.37975920718985,5.035630954031145,1.0
122,62.31510845998031,4.804237051408486,3.749003116090291,1.0
123,39.08742659759269,7.161237322608141,6.380704547037354,1.0
124,35.751628515944525,4.93669757267772,1.94349746159851,3.323353248945817
125,63.671021316864206,5.573655203865889,2.973887443202557,1.0
126,8.475580198165353,5.984462238348334,4.358100743065762,5.551495207409074
127,15.287499279507585,5.902292987870471,1.7781100894899093,5.523614288797299
128,41.915326826968965,9.610441228411952,7.020203169818798,2.29485916826813
129,16.745690855364494,7.103718851468618,2.0651776324908946,3.7438126283482225
130,2.6478784804450415,3.20418664132411,6.388725381460571,1.0
131,33.35388443583618,3.308175095973423,6.670911181530558,1.0
132,46.84494065755149,8.347405038067278,6.453405577811774,1.0
133,66.90503637108594,2.926444755227843,8.027178879471519,1.0
134,54.36971739664902,7.968055612274879,3.2111610969493025,1.0
135,22.172869366944234,7.1887869169445064,3.159806981433724,3.594322795605446
136,58.454206133430255,1.7965562546192002,2.13133896068675,1.0
137,49.593688469608395,8.311089501271574,3.6980491508529063,1.0
138,9.450088653237703,6.661136443850326,7.886474794719996,2.024751326818998
139,57.25451045946266,8.201896241603926,4.2628034361266876,1.2330733003174896
140,27.07500375685595,4.5706488405944405,1.7222665733636233,1.0
141,54.48283556732495,7.624776994000561,2.4015566374281705,2.7527674255579444
142,79.03986839101405,4.316570227968379,4.270644727637267,1.0
