Car_ID,Gear_Slip_Frequency,Clutch_Wear_Percentage,Transmission_Temp,Axle_Wear_Score,Transmission_Remaining_Years
1,4,46.98627250314654,90.02845537176735,5.270982327114188,0.2
2,1,75.1078695556312,,1.785050720323593,2.119943484372861
3,2,66.38916274452292,74.84244193247721,2.7801225706238015,4.257832837120961
4,6,61.295152681571786,85.35148706046155,6.521323739997204,0.2
5,2,45.87434271482976,71.18585752374904,6.7365484829734275,0.2
6,5,47.7105120487242,70.02386014133859,8.045335650141084,0.2
7,4,77.62207269740189,105.86519848120265,6.314929054062775,0.2
8,7,15.93554746813705,79.81020036228027,7.869700760586906,0.2
9,6,19.30285251801101,80.02242817652899,0.7687739006585366,5.447493344420893
10,4,71.57737558423446,69.26928325282263,5.137279878506411,0.2
11,6,62.166035795818196,67.61124792504172,5.295738583120753,0.2
12,2,28.050475187600014,82.66805977043681,6.931325252262276,0.2
13,5,55.83057864081612,64.84932052295403,2.8195410372493845,2.1149203549102293
14,0,79.91100142845666,66.52581690260683,6.902457107963152,1.573378214136287
15,3,43.99185825968082,93.51489717030839,3.6970574495627746,1.4675874285146182
16,4,69.83228882602108,89.33449686176834,5.5339755927447865,0.2
17,5,,105.82684272702478,1.2970676470777631,0.2
18,0,81.90746050372975,82.7419082572096,7.40346103791393,0.2
19,7,45.03330998309815,89.99795140626486,3.550770553195001,0.2
20,4,27.483800289427858,115.44846606260133,6.04702697519568,0.2
21,2,57.474450217765224,62.807905352767854,6.35731029823814,1.1725367861301268
22,5,39.1261706732972,102.75362480270164,5.9699510556945645,0.2
23,2,87.78515610541447,77.77804053637315,4.423628866432315,1.3343266734732033
24,3,45.02502585145668,100.72765410817149,8.69508182529781,0.2
25,5,67.95245700375754,66.50226884448178,5.348180038680949,0.2
26,5,69.6898503481585,116.78421897653286,2.2730987580108946,0.2
27,2,,92.68878566560731,5.510713344928847,0.2
28,3,28.542418367014218,74.2576390207636,8.237360026461513,0.2
29,5,19.222773625336337,93.84448151226208,1.2887734932875667,2.5669981377241538
30,1,87.51145583910305,103.7276821206993,7.217348335132664,0.2
31,3,54.475807901877936,116.69197479068987,7.208542270731816,0.2
32,5,11.249136756307447,105.05469552225881,1.8678906695223518,1.449399943351803
33,5,88.48760120663192,92.91090109059121,8.600793594181937,0.2
34,2,68.97200847873796,79.27964764188681,0.3034659680049323,5.85144646616816
35,4,34.366323631314756,117.90718187085463,2.2894265679390613,0.9603912724087784
36,5,82.62799382812052,83.52149328921753,6.232044344854611,0.2
37,3,58.393561924276085,86.499042549448,3.2035748229130103,0.2
38,6,36.58144418230561,86.61017733044042,6.488331752405547,0.2
39,3,34.979493894384646,111.7375684905307,5.416159716607548,0.2
40,2,28.075163818111132,94.63864567663926,3.374597027428833,2.6314969707594336
41,5,57.99229431047883,,2.6086974828820586,0.2
42,0,7.272112508972228,97.81854690425892,5.793658054320487,2.1476882775092716
43,1,,,4.019052935918783,1.806508425166391
44,4,17.76153781457854,85.98986053832931,7.453638917170503,0.2
45,7,21.44012739035992,75.70049931833064,3.367091259824655,0.2
46,1,65.7093019151611,90.27959351456641,5.856976290765052,0.7863920344912745
47,5,19.59976244980072,94.22144502337794,4.244850420735745,0.2
48,5,74.32502005348327,81.27000725240842,6.423953784073562,0.2
49,6,,116.54829998510854,4.0987595647886215,0.2
50,4,90.65016859031594,101.77727230317268,5.158788115473905,0.2
51,2,42.30551351381911,90.78362783280828,1.3826392376439343,3.3760497273570813
52,4,32.303839506519196,80.64278417396062,4.411183900979106,0.5146410465618405
53,6,34.53491447367835,85.39847698990631,4.551202914666218,0.2
54,4,38.125158402210744,95.63158129619615,6.682458185262467,0.2
55,5,51.53115810626342,76.92452765165736,5.795043673265181,0.2
56,9,52.945354265159914,75.54594973287243,5.2525173803543055,0.2
57,4,72.68553141519104,96.9228834649007,2.4426775752611523,0.2
58,5,45.899163281428784,113.25118841728101,5.671913223393796,0.2
59,5,30.187657642794967,88.16234000381368,3.6899537638615882,0.2
60,5,48.64430063128958,,8.154579639509281,0.2
61,5,40.135846894487294,116.13498046920805,9.016768372524185,0.2
62,8,67.58261573250056,,2.275744219131795,0.2
63,4,32.687067304329865,76.91223665043788,4.9615283968284825,0.2
64,4,22.02427098928304,111.49129210494121,7.098255146030409,0.2
65,6,,91.40318421617494,6.008256749184797,0.2
66,5,68.13284673185348,97.6841091682461,4.413141215033258,0.2
67,7,50.264605885214955,64.19544985924168,5.7654490885679195,0.2
68,9,33.868645364372206,73.97032451313017,4.712050911003564,0.2
69,3,40.57414913213821,62.38762945318498,0.5999526898144605,7.4284020723751665
70,4,49.18432500130001,95.51339657352581,3.674581966760047,0.2
71,4,41.040739950988936,105.99093454067115,1.7409805028174916,1.0238708640559366
72,3,55.62449605708733,75.2073161578139,2.0790169590386247,2.990452699977927
73,8,25.236741175649925,81.25924437199296,3.8470055688536906,0.2
74,3,,75.05845646141807,3.9412018576008325,2.5948820086821223
75,2,67.69658474743534,86.24736870575208,5.896084970490197,0.2
76,5,21.259661328423597,115.98277651644531,2.1545539857059635,0.2
77,4,55.68683007466404,140.45125160910874,3.4926716009057843,0.2
78,6,34.3199050571881,89.44775971535628,2.1585757352628496,0.2
79,4,90.01171112682248,84.50408703102364,3.897506157049067,0.2
80,5,74.83779927383357,118.20647230117338,8.213958482708094,0.2
81,7,38.163368906214735,94.62339054417646,5.957333670591261,0.2
82,5,38.62794806018917,107.06463047916606,0.7073527278661702,0.8073582706536047
83,2,,84.21675993836284,1.5444444232027514,4.41031343627161
84,6,16.73187329683742,108.7919260374868,8.468969903084746,0.2
85,3,86.18654878215042,112.91361345064891,5.860308574436335,0.2
86,6,19.878575741227827,60.0,7.962168579529477,0.2
87,4,40.60480084767288,60.0,7.009324954453185,0.2
88,6,,67.65667232542654,1.5979133211244272,1.7106364113613595
89,3,62.1272317891801,,7.496270950699303,0.2
90,5,84.95065168569418,102.65640770710974,4.542663662211741,0.2
91,10,50.812837326021295,99.55602481593996,1.7817025937229474,0.2
92,3,24.80161348243466,86.1332841731736,4.610072546665542,1.078195368622185
