Car_ID,Oil_Level,Oil_Quality_Score,Avg_Engine_Temp,Engine_Damage_Score,Overheat_Events,Km_Driven,Engine_Remaining_Years
1,12.760930431686983,2.7937969677060908,96.36261565626957,4.5688336605923325,5.0,163320.69149263736,7.903103619203138
2,84.59431545680803,6.402111389322984,87.69428307468552,1.6019271587939266,1.0,258912.2388540268,6.382995905385743
3,60.68864620086255,2.66141233754111,82.82951021817993,1.737057641500996,5.0,134536.6842938444,8.90905331499753
4,80.64256244816588,4.285967916516711,89.46455813280365,0.4048608618045022,2.0,111531.6102493141,12.491033388076533
5,98.45926583976218,9.884568935226824,103.45399115384822,1.635450341755029,1.0,242297.20842392588,6.987942694789312
6,67.69471092873036,9.908897771292867,98.68201341519514,1.9951005011325442,0.0,78597.68866710036,12.166443817811379
7,65.07843245619566,7.654566221216346,98.12820733409784,9.293735016228325,1.0,181558.67892347963,9.10637979526075
8,35.04357933518331,5.79025120912916,83.226139914982,4.957565155140856,0.0,277918.9877994818,3.941510556350404
9,48.79072860713099,2.047206613874013,82.31204133026496,8.497267553733485,17.222721826347076,136522.28144757467,6.5920899868240355
10,64.9917750577892,4.6411035999274075,90.91626745857988,0.6011939582814753,1.0,,11.231691379409433
11,77.54609972846583,4.28364836695557,97.08264540119438,5.950162094393313,0.0,63160.2681533885,10.688779728794312
12,86.2617325273063,6.450861566708398,86.95352721152291,5.044186246644695,0.0,163543.0642027415,6.989960452908163
13,56.665879320397686,,,4.78892123290003,1.0,270495.48962323985,5.013515456243441
14,34.61554428341336,7.5780224504188585,74.3870371810857,6.229494368582047,0.0,159162.9313273735,5.973734708186939
15,50.170191951559545,7.553215106131767,73.86758260155821,1.9271535006943208,2.0,299648.33679517626,5.586207936146264
16,93.67154694037296,6.887015300581535,128.63747136929254,6.99512367604407,2.0,75995.91941735335,9.689118736777802
17,44.93697475059409,7.205247964015533,89.92655086982029,1.8722076231741749,2.0,282938.8873342604,5.895626819330079
18,61.64867732723782,2.950493104631504,100.44572594376784,7.633348727420459,1.0,23341.68663200965,9.891701473917712
19,95.18442137823152,2.4453575574553312,72.62137104957036,8.625266310077665,2.0,170972.5839878367,5.531533081431577
20,31.74294592852436,4.507129500181652,,2.778367356295633,1.0,413919.59259512374,10.261747706359127
21,72.03842422248857,7.216465096180392,103.21148845018104,,3.0,259975.74714089202,4.320021946842061
22,96.50906502895519,2.2978283940024538,74.36325826509913,8.524678911966502,,190438.04168675162,6.093674815180799
23,46.121201531467534,,83.61213558172238,0.21540653778174124,2.0,169532.84556593938,9.43486978310344
24,68.39429434652213,8.037380148824244,99.95624620321048,6.3163219232328744,2.0,192885.82961840543,8.291196621704465
25,,8.650847146683224,84.54798585527895,4.006406039298538,2.0,90784.97015079705,10.771343748829452
26,39.32186120314751,6.636661407789427,,6.793061521825624,3.0,218199.38979409295,2.977703244575504
27,66.6388806471636,6.017645222560293,83.23472945259942,0.05623421367202697,0.0,138131.72304503998,11.24178957074766
28,82.52869013714243,4.955841003618652,77.57241174446064,7.491642221811392,2.0,224207.00749429103,3.31936090224598
29,76.83092686187396,8.503885357438332,104.99791415689475,5.651490136882013,2.0,262967.77819950663,3.629253360410714
30,61.9804757979158,,90.6924761014417,7.62102516446891,18.158826803192994,60694.03478666335,9.2015017745691
31,44.33943632084566,,86.12801308326384,7.478104824096061,24.474763835078846,172228.0612815641,5.129145119560606
32,64.35361223637493,8.373832764819428,91.55443412282405,9.319405505320288,3.0,104218.89173129268,9.247441018837199
33,56.06692825695413,5.700798599262833,87.82174133566406,9.446716403626906,3.0,101931.03064130926,10.95648274030561
34,63.418080839611186,8.448288565795366,73.00062470961029,6.620177790169141,3.0,228612.17928467007,4.639757257791389
35,104.96331862669338,8.421936345915604,104.97701915905068,0.5446516848499126,6.0,,12.87154762224182
36,88.65425960164825,9.201102704501267,93.5436026452592,2.2013090385884255,0.0,258711.8938897446,6.496051084031746
37,83.80532545636565,6.581817019828039,101.90965052835192,2.5929941626975737,2.0,68589.68569244177,12.259777850142388
38,51.97962740488635,9.477556239553476,72.01642040372714,7.022369782836022,1.0,174930.40635131876,7.256634064873672
39,70.08377328507677,9.350847634622177,100.42496074967363,,2.0,412235.69271499367,9.93793050959899
40,49.323433383148654,4.488567985733343,97.51310041231639,5.041510690981364,0.0,259961.0766104163,4.795368949556586
41,25.511651100227805,3.4819642594275475,78.63875141752956,3.5412970710578175,3.0,449983.0575623846,9.690752245940715
42,54.70848561610762,7.668607440000376,88.84098473784522,4.690463892865025,3.0,224735.0641741915,4.986971312911851
43,76.01796239458308,5.214105950471825,82.37378569687623,1.028652970789142,,209969.2397300562,7.347237624192239
44,55.92457580916246,9.027786119626406,86.42528563303,8.039726196820261,2.0,33439.14729428577,8.699831876220331
45,62.1365084524002,2.082109536675553,104.05573690987254,3.465624442241415,5.0,118737.85296064867,9.116690361501195
46,80.35268857563291,3.4487627892910577,78.48088619072088,1.5665790911341158,13.557331316413173,145767.49737019607,11.697248486492024
47,58.909428037968425,3.143498761482415,95.06936588870687,1.4769636989822073,2.0,210037.30301230346,7.812568555595156
48,93.44962884150371,2.562318169591938,100.3382302228591,6.271497761343058,2.0,298987.19880325865,1.2819088120638131
49,42.63161334418771,2.2146494906055727,80.05460520348198,7.930179815452098,2.0,288153.6422817035,1.0941514083145831
50,81.8783211039285,2.020294816821546,91.52425022088725,9.94353784193085,1.0,26773.02972986957,14.026900823809166
51,59.56618305501982,2.69428587822473,,3.923072362808847,6.0,143098.88212396303,6.529711559612783
52,59.85175008794596,2.2382450506496365,96.63039691745485,7.5874509827282735,0.0,58691.87411346714,8.429938918324256
53,74.4065908043687,5.333595482501888,96.52075490040846,2.446060188338443,2.0,77988.87653952293,11.644947198702475
54,66.60343407198417,6.027897726658562,71.1790578443263,4.177786771253503,3.0,43834.937955054855,13.499784535004562
55,59.04201849076102,4.378930864060413,87.73499530018366,3.068527814585872,0.0,31493.894500100505,13.240559161838275
56,30.099881639393075,5.989053198619284,80.92055217588145,7.493846981631832,0.0,222070.89627317642,4.320933620661363
57,36.458364209272645,2.7427510726130038,79.93710538980939,8.00501820668862,2.0,112629.71122766225,7.9486959739983485
58,79.65760756076489,9.83348212626214,81.14545673006637,2.115258339706353,1.0,123766.039250635,11.46503095603777
59,66.7041917735638,4.122739573514091,80.09582823065564,4.531184957438153,0.0,276229.2408662163,3.2250829290584226
60,78.73123244618782,8.143480727600643,83.50674471663356,7.802542139501803,3.0,,6.967408738546876
61,96.88278261020481,4.396264554523136,,4.648918276617683,2.0,209082.50805921096,6.379122156952916
62,77.80396980627923,9.849959525713185,80.0775600804092,7.766176634804966,0.0,274487.1575321915,3.6271956006722337
63,33.71900834710703,3.7156205722775697,73.29362116524135,7.831613556777013,2.0,,5.374650843376712
64,65.94653970842896,2.2331812364380204,,1.918342699968993,2.0,141177.9390644742,9.890825909813039
65,71.48162811263612,,101.46958105140902,4.927689095925661,4.0,179628.71397814114,5.669586769222571
66,46.4584285080225,2.45549782871588,92.93669865724989,5.755251576527248,2.0,106198.36507322377,7.764558471298444
67,97.54796996752889,9.991518236726595,91.8276240191883,0.5539427571292987,0.0,3514.8889825227348,15.0
68,96.15337566549557,9.887530369254424,104.05409075247579,,3.0,105254.3373553757,11.354895979518677
69,89.38806165863821,4.015744242053889,77.68896893551364,7.4031701540364665,18.239113532386778,89790.35338171183,9.317804941466516
70,63.06267974018816,2.4286953262336093,,2.563624413932166,4.0,109355.98378465841,9.232487030193594
71,67.38965506382576,8.510924396008459,75.73305453775659,3.4919825748804447,3.0,149183.2235683772,9.963303444155535
72,39.17774496435398,9.445101472113274,72.2138340912877,8.058859586683745,1.0,230513.0437838678,3.534869367193665
73,51.61135601084848,9.580598657955363,,6.9492487149672035,1.0,253939.69747492232,3.546501517711944
74,62.4097475908092,8.952920860046934,,7.385049811387549,1.0,85543.53605038403,8.554439040208935
75,81.92930404784266,6.077943982575943,94.85325614235083,,1.0,53767.78397422193,10.95501379652467
76,64.00776600962277,3.412203219908938,71.48565770425854,2.707023909578765,2.0,72017.89084123385,11.401018660348079
77,39.581328315821565,5.557134337327593,88.25525898456037,5.686801926759675,3.0,9073.97755714845,11.181115429690614
78,54.04755707930508,3.2955096860949604,82.67740825075252,2.308482649802229,2.0,180020.56009443494,8.245606186759007
79,52.70983187707101,7.807016395748311,90.87297398820473,2.6210017297569523,0.0,109829.33498317146,11.643559657812364
80,51.02932330226278,7.214162062342082,91.29257912809092,1.145196290626642,1.0,194783.77104072634,8.347014174715758
81,41.58509803260512,5.654728817676787,101.20407375297847,0.25865001823648914,2.0,13469.027649612608,13.927193747238777
82,59.04312408012764,8.319018429430773,77.78194618321568,5.5468970185087,1.0,86783.1141960982,10.350152899272988
83,61.368446025190636,7.397922137915277,126.75604779194049,7.014966545877226,1.0,298297.971170478,2.503329199564592
84,84.24302630698119,3.340764465248564,88.48230352166337,,3.0,277358.35086917336,1.6413606226636004
85,85.7473490547784,5.138856190746838,84.17244993415831,4.103747689722184,16.906726358623555,241304.27373824187,5.69433204758918
86,66.56730896011283,7.564773792261878,94.63796247934161,6.116583269673613,3.0,123517.60737621882,7.285120292118118
87,62.24412073142938,5.770548165690641,80.12664467375502,0.6860690411652706,1.0,289481.64637884323,7.043171043075713
88,84.47495210807276,8.48440926169827,75.20777183362085,7.42391569278804,1.0,,9.860033488309742
89,92.11022662969144,9.743471658797928,96.01816622481738,8.772621179990477,0.0,31897.278970772346,10.01547428291589
90,77.24431389067513,9.830367438779188,84.14847850171918,3.936781735162693,0.0,140489.04871373516,9.561030515695915
91,86.03353342989246,6.021074042775792,84.8072503223058,1.1203548988744456,1.0,287562.6951342252,7.526052747937518
92,95.73779476125297,5.2944442998208086,82.89533258826037,2.910780421986411,0.0,118829.9141924551,11.612540472810624
93,32.845906660568005,6.516187422283552,83.33364161610994,6.615164785584772,3.0,193120.30511016925,6.215019071306374
