Car_ID,Brake_Pad_Wear,Brake_Fluid_Level,Suspension_Stiffness,Shock_Absorber_Condition,Brakes_Suspension_Remaining_Years
1,27.481558482323816,65.28545264729198,5.36534267870311,3.3924137148563984,0.3
2,89.49071974135458,,2.3124883839748582,5.45590909651795,0.3
3,87.38420085930291,38.06362746488761,2.7612930976124734,5.358976568176792,0.3
4,1.8525277622421683,0.0,5.971082328468318,8.983647983049988,0.3
5,5.955689630602855,98.26723981864987,4.046289949117046,4.315665927655889,0.3
6,0.0,,6.5187666446125725,2.386519968723595,0.3
7,105.76351074537664,86.45581019261198,5.6688712758356115,1.845280146287413,0.3
8,52.627639287974105,119.22457854196034,9.784805463254646,5.616589427500339,3.4746201492585276
9,48.43033410725798,104.26005052905177,8.432235777784506,6.20744444789185,0.3
10,66.66414909963949,64.20787292451227,4.188945685294842,5.81877247157642,0.3
11,21.09788917551311,63.197280799142916,9.895133315658882,4.594641127229909,0.3
12,44.59035603559336,43.21637673850469,0.5732501259606622,6.408038996773989,0.3
13,14.497725316713662,91.10031824378517,,5.570286455001937,1.7766524343217986
14,68.16337762081596,89.99497946831445,5.260790520757514,11.445021682295785,3.4701698152416904
15,21.450483397340456,25.15868044873468,5.005682493620377,5.743621805832984,0.3
16,60.82568179336263,17.641002620843878,3.3966210311378204,6.9438246491654025,0.3
17,81.81830768302632,75.48146010276976,3.8076038865728674,5.85161355620665,0.3
18,46.48543464762061,,6.479664330280072,0.24350863596807315,0.3
19,74.76994551623937,35.14480230665184,8.511842413144635,4.273540512223562,0.3
20,13.705593445573243,73.05276361055671,8.133567525977805,5.430288613628774,0.3
21,14.284891510918051,101.22749808289572,2.8994250292431247,4.565126966667613,0.3
22,56.59615463094138,72.7120579394262,6.925395199319281,6.8285062784853015,0.3
23,43.61242609627174,81.6457452180417,,5.960206163840026,0.3
24,7.655025697844323,67.52501101536096,0.827643177065509,4.451452853008549,0.3
25,35.510569533731626,54.16040025426415,7.073028962242181,3.2744526150729905,0.3
26,86.05286247146614,95.56899785011933,6.015683153554723,5.585074726035981,0.3
27,28.82590902494445,45.516228817219655,5.957309152691492,0.0,0.3
28,50.755440641556625,40.279013032258355,7.436384806440047,4.51123893046035,0.3
29,38.26615535588814,95.37230952086098,10.045255695024828,8.006161799231975,5.269583980478373
30,55.79417370557114,80.15998854345459,7.319811285159888,4.464778002793766,0.3
31,60.47872795834583,46.04717308113744,0.0,3.6449796386218702,0.3
32,67.73565146376521,88.10705543095658,9.310714272985082,4.836112277359539,0.3
33,65.61229609071081,,2.5842287327849163,6.995742571844315,0.3
34,74.75667167356788,82.61055391878124,10.116394909511566,6.3033317143075935,0.3
35,62.786105215867224,40.52448307790687,5.064979519053951,6.10000847736716,0.3
36,55.8692007745953,93.56084066076582,4.5809544793030765,8.504073641258806,0.3
37,34.57663465345066,63.18074115483517,,4.957042289445719,0.3
38,0.0,82.0751035075606,8.608831098111617,8.156328786207098,5.5137730889395336
39,38.14522788972337,59.91380453064911,3.252999294799911,7.681339408824471,0.3
40,26.138024481137656,22.057760906974053,6.06472744089324,4.139934427683069,0.3
41,28.90395465010856,77.27446467056457,3.75111122152979,10.96068676653343,0.3
42,0.0,120.0,10.420745918856053,10.369946428754094,10.0
43,72.52424773961368,118.3287428977244,4.912885063827912,7.462457036552845,0.3
44,0.0,27.392412696802182,2.98023079796948,10.24827589761824,0.3
45,62.555329531621595,67.1653185481362,1.4497630839509181,4.740753853858917,0.3
46,42.93998488518786,66.42176152696733,8.291947224035777,5.506821339822106,0.3
47,62.96321522564447,98.54334033618404,4.76180640076303,2.8187566116149827,0.3
48,76.10875791173386,55.21669922332424,5.415816886655285,9.485051747456815,0.3
49,110.25866560729793,,3.453976432651739,9.67965202634318,0.3
50,91.15312723247332,37.298105836537616,8.934632635934868,7.83405205157227,0.3124598689150021
51,81.75793659906067,51.91658048584455,7.702631558482611,1.5786785495744597,0.3
52,93.36012692479375,77.95920204474052,8.370586377765806,5.024863900425478,0.3
53,51.46469871320793,76.15528179045978,,7.192432057276008,1.8326574348020745
54,52.70988560871599,61.26629499211296,8.777909052351028,3.059614157787451,0.3
55,35.592295617173086,65.98571482131574,5.830540801921545,3.9014907491794966,0.3
56,59.01988206785465,85.08810590326873,,5.3439362502795245,0.3
57,83.38939484666835,62.7673361086724,9.356109006671254,3.3415726368815566,0.3
58,,91.91071557201829,6.470971313727743,3.809088638431886,0.3
59,49.97577204801637,71.2596312945853,4.580687290178077,4.743623084270977,0.3
60,30.844092992766427,87.62913102352987,8.84901535911972,10.60176911476004,6.401133826889101
61,97.84050096812626,50.902744603048276,8.011211193896774,5.4457718650297755,0.3
62,50.55838960545352,32.55546369930122,9.290463877477368,4.452179022537964,0.3
63,66.84226010052986,47.80757820373405,0.21435468331522145,4.6716558811690625,0.3
64,44.04569534948951,109.4382014681448,6.055308335369805,7.355985898249661,0.9814894879403558
65,63.896226561475814,95.04734486848878,5.939346256899881,4.859458789616975,0.3
66,0.0,49.0984485954817,3.0866478298300484,3.4322373343857073,0.3
67,53.98774457632193,65.08833488904146,8.5014519469001,6.485335409214166,0.3
68,31.487610858588425,43.85683155363216,9.22268148005126,6.273541611338182,0.3
69,89.24538512341883,109.25425093178767,8.278978863913537,5.7864494746511195,0.5836414440008693
70,73.27513137679901,56.828208545328906,6.997335961369162,2.7993747883767197,0.3
71,41.59488808451684,56.70777659367348,,7.497228471498703,0.3
72,28.28186861291743,29.430785955817754,4.780375235134836,7.8065574960671915,0.3
73,21.700698841836463,100.21553939743757,2.2630399517848883,3.945067821038501,0.3
74,66.85058729150882,115.33555225846334,9.58233733414721,10.31342426784037,5.273127420757053
75,29.216220759278723,51.883530624444134,6.299540879076829,6.567575052724237,0.3
76,101.05278734829756,27.300253144836844,7.862171558868019,6.941109292578437,0.3
77,18.44832184792956,35.128809762507856,6.65260190274671,7.703686526461027,0.3
78,,,3.6364881433511482,3.009732112843173,0.3
79,19.673008692975703,,12.0,5.9256298743617535,5.553954720375774
80,6.2335786168763505,90.02371202327758,6.125153042721204,2.9937226322564525,0.3
81,61.71660000015916,49.598433126456996,9.229743659933487,3.061644512694336,0.3
82,25.686673970915596,72.21439261471002,5.1468340457274655,9.996306160029473,2.7164248845730303
83,84.73015799177936,67.6621298188315,4.623973353150706,3.1315882943630187,0.3
84,50.95289350066839,99.07955373622829,9.809269241578368,8.8791059559261,2.9526015321315633
85,0.0,94.16640437727284,5.314386620524916,9.407228256893042,1.1223511441932246
86,24.05147139174664,60.66521094408664,10.988311517977944,10.889028315569682,9.533738482913884
87,48.284075110675886,70.65298532126984,,6.158323016666744,0.3
88,86.9305356193141,66.48129171176241,6.896452064247103,12.0,2.123190829738278
89,33.99345505644193,42.07059378869269,4.229677095935163,4.23944307477502,0.3
90,39.920769726999055,19.634549525507566,8.30296045587593,5.12592542400387,0.4900826492719783
91,3.3282857728815003,41.956115820550664,4.377537783268631,6.44204057210025,0.3
92,86.55916256796024,59.04143492920802,6.895949836739034,2.680087714132233,0.3
93,0.0,105.57614464014523,3.700451194164291,2.925017327212678,0.3
94,56.63053506813521,73.57415725972494,3.783274052236936,0.03705603662900181,0.3
95,48.34485052462827,44.33548574607204,7.85052392389061,6.063006063471253,0.3
96,58.435534933320575,64.6040272172512,6.450202948363518,4.918631073000993,0.3
97,67.95937042973202,83.00202817390532,10.441160777720228,5.5229350236162045,3.512593663331119
98,80.81523085458943,90.8983082878653,7.519312601483067,3.5481516737515335,0.3
99,50.208259140725296,35.352296277422276,10.2298846864179,9.005276289545222,2.279514744529033
100,0.0,41.7539103117644,,5.012294916458432,0.3
101,96.47691129481498,79.86641014163062,6.474633439638077,6.905008785160878,0.3
102,30.638695432495588,73.92029485699045,3.704081011159886,3.332028087043779,0.3
103,76.3801448451519,112.12621972503636,2.478977538269964,4.3197301408776845,0.3
104,40.448543907814944,72.80180732908987,,6.81566645980409,0.3
105,71.82073720127754,59.428535086741505,6.24407114586097,7.358243270346547,0.3
106,48.03254969662716,48.482116766573405,10.147340693204956,0.15502882683780328,0.3
107,36.46843116769632,86.71066148867693,5.727460713409551,4.053770896162071,0.3
108,75.60590924888749,13.449427092849682,6.855562714004151,6.070343368014657,0.3
109,0.0,81.84136155087566,10.280740157619558,4.776431078499858,2.3012502047547967
110,38.37549482275259,66.04015232384684,8.16282283195129,8.315033390037787,3.4949215240369442
111,49.36775048293184,53.474574351258156,3.920070095192315,5.410620733748334,0.3
112,59.48666374112381,52.7396534899227,3.256964631557354,8.085483125469867,0.3
113,31.10553338069138,44.9564576624952,7.062944847266202,0.8250534875393329,0.3
114,0.0,70.17973431982564,8.41242979505302,7.374055182402716,0.3
115,58.30054158234166,55.01959887494033,3.9120355800612363,8.419739805745074,0.3
116,12.906688801120879,77.0769632592289,7.833591729624782,8.212592397195674,1.2362682348987764
117,67.20003913869242,89.9388913696346,5.119390179031023,4.153692666240644,0.3
118,59.554571562205396,85.22094453288256,5.490579430420688,6.1802291663305775,0.3
119,47.63840936086532,51.30703376629293,8.60364721148714,3.369888599143349,0.3
120,94.31579505550462,57.03966863261875,8.794238034129108,3.681056418839905,0.3
121,83.84387108615195,70.22267523524961,7.6887724959191495,8.226698804975495,0.3
122,17.45872041955768,77.90649977997268,9.400929195038344,6.2244556358646665,2.592981640877972
123,0.0,60.72967952878782,7.259329776351281,0.5118903180106855,0.3
124,89.9941493586943,55.066508066610595,8.811241625349407,6.181712608361616,0.3
125,117.22741191746232,71.39996175757122,6.767887683931463,7.913366097210072,0.3
126,26.50794653920051,35.22578231556562,4.894612626404026,5.512514940593432,0.3
127,57.306313692652324,79.43178451918833,8.746256280772794,1.2349406303803159,0.3
128,19.69841473968537,0.0,3.0925505070502743,6.494996254260193,0.3
129,28.470259857756382,120.0,4.139098297917318,6.303992737592547,0.5612178538277355
130,130.0,58.59582229780737,8.447649724669446,3.9257219552017855,0.3
131,61.578082508014646,86.0561461377755,2.6199874485349235,6.9678413137140645,0.3
132,51.194605192213395,63.57325348294351,4.579130008613729,7.176112250267889,0.3
133,53.22532153885261,43.51727196014373,10.115645405943862,1.8402587802723795,0.3
134,11.46392809298878,83.30555901668993,8.363413673798235,5.1886333433216585,0.3
135,60.259404680635356,89.13960989261977,7.845260106431771,5.26772378748372,0.3
136,104.954378797783,49.89056665685534,8.791454861459725,0.8085883786375359,0.3
137,93.48029342570008,51.78345040634109,4.121626173612782,5.223599483392497,0.3
138,34.15634489605722,77.57390469508144,6.5364736932926055,3.0316245003883644,0.3
139,22.680716964734092,77.72527434230457,0.0,6.489953003948454,0.3
140,69.53606183705772,72.11129650582826,5.318309694470717,7.76944133799542,0.3
141,50.49044395263122,89.17614707297386,5.823290017530013,2.210489338755374,0.3
142,45.89638588118862,34.3727827517548,4.25764988368322,5.999299951369993,0.3
143,26.670363130246002,52.70575794175348,4.378718131587265,6.202373372932933,0.3
144,73.90489164221998,89.85642961114459,4.318479677013494,7.576118706235576,0.3
145,51.14934895667993,32.54688939264324,6.2019304438414675,7.645353739264353,0.3
146,48.197926094418975,32.40868422114819,9.867156291975546,4.519750894927789,0.3
147,50.22463992015915,49.348646617783906,8.169459232390015,6.974005368405665,0.3
148,,67.41065884924588,6.501933955800448,3.1969608926395856,0.3
149,19.19842057150519,89.00665852349347,5.5854739991262985,4.502519728069643,0.3
150,17.602934203028454,109.62102243073537,3.370319650576161,5.08150885751373,0.3
151,0.0,49.58258749212982,8.532082857341713,7.018583057402051,2.0171803995668047
152,59.13794857956294,53.829309995988126,10.187397453537496,4.747935342384628,2.6970774499064842
153,106.77432574035251,49.159376454731316,5.568901860608993,6.320362127759477,0.3
154,80.48747231842424,,4.527941975422106,3.775326299356914,0.3
155,48.68780006513779,56.55258660216136,3.669979559728627,5.514753311168203,0.3
156,15.272717158466847,59.73405899450211,7.677416612825224,8.87671388459906,0.8819515124792562
157,38.13059851189589,56.46081044838932,6.707078658707369,7.907601425105351,0.3
158,29.89634647314969,68.4871254535982,8.283777802959516,5.381681409302695,0.3
159,59.59356678196518,98.42948064780158,1.1456301809195724,10.10291045597206,0.3
160,41.13258439296422,83.77309571064507,6.829328687943434,6.236308813805961,3.2959738097261035
161,62.22110299662106,65.92812865298895,1.5116148246633925,4.158162326774541,0.3
162,36.6563347137523,49.48205572052511,4.971677263938744,7.157347807266267,0.9449509229398658
163,8.273689906777818,43.97103272887119,5.605614475214669,0.0,0.3
164,100.26833907551466,34.560471170451954,7.092737243851953,10.96831239315031,0.3
165,8.581198418967332,55.54849200069786,4.538827844274997,4.533457149987641,0.3
166,11.697271805938158,71.26459110434898,2.9312573261725636,4.724560563376527,0.3
167,26.71818615087314,71.52028976507992,8.753536224163387,5.788340827019324,3.2261391600445792
168,32.20208536702113,63.39198784348717,3.9128880255964673,7.3071365775232335,0.3
169,72.66343985014707,120.0,5.839655720257314,8.631924065956156,3.3191736455707694
170,60.82521524616095,76.40086490038034,6.917382954731278,7.9435549869968645,0.5088658631736651
171,35.20502208814551,51.443219675057264,2.4716315125011423,3.84289460300345,0.3
172,64.27999408587267,54.53163548810092,2.1141664091213266,4.195305001824935,0.3
173,116.12474156621946,93.01057261988795,1.9259593153645467,9.957578757415634,0.3
174,60.99999746271,54.38198697603946,7.83211825911061,4.594681753029559,0.3
175,56.44136222404278,54.168317763562605,3.222666535424195,4.9124411693106795,0.3
176,71.19017318673293,88.53863501781865,5.236324912992898,3.5373778744496707,0.3
177,22.88299349729724,77.72817403897955,5.653766518280186,5.021946918851174,0.3
178,130.0,29.970883567712598,4.1111764353776605,4.79916987680702,0.3
179,95.50423752567045,89.67466869988013,4.928865032766123,3.317836897793148,0.3
180,32.85856782832351,46.058795030300274,3.4017980989615815,7.683590526849951,0.3
181,66.77675088060374,76.66330174543792,0.8803397023322468,3.9255472016149393,0.3
182,0.0,68.01864116586363,4.80928845682649,3.7800996330852743,0.3
183,59.789106648791005,102.4653631068062,5.752715964737915,8.223300028064733,2.2277437404549194
184,50.06288847431937,120.0,3.949976937557955,9.307326674696501,0.46454072133825375
185,61.48296125914716,58.57317925107374,3.173594586695958,6.9523547627591284,0.3
186,30.44258141425232,,6.248255311953576,6.487267951083113,2.6942873136600554
187,82.58639097554037,62.650149710725294,4.9990830406792846,4.44876509770197,0.3
188,21.683794494892986,0.0,5.505244110846669,6.2293623378933125,0.3
189,85.88034241143887,78.65109730585961,7.689086687477375,0.8128384337097696,0.3
190,,75.3368950961243,8.87996096988499,7.827314799425003,3.242437164943246
191,0.0,67.38034108630217,7.469023484746272,6.246520629397032,3.3071594582357275
192,34.991186205668534,,4.981375981435718,1.316044595420017,0.3
193,103.57162472393259,62.779334764458305,3.1085356007967597,4.402122278214016,0.3
194,0.8802041017031996,71.70308182827088,7.887747496136764,0.27857775922932415,0.3
195,17.635725169361486,111.81227241273669,1.903062119587104,6.037356003885046,0.3
196,59.58451119555109,63.035803115260116,6.742887252862408,7.4293225015233295,0.3
197,19.94650171729732,104.26991122759536,6.995826857564769,3.1022480192570567,0.3
198,36.31117678124252,15.869626298825814,4.833293282257086,5.0137093215666555,0.3
199,25.686695556976783,70.98095262894988,0.6731957688219818,6.241045267616733,0.3
200,69.01840134195909,0.11963528686236202,7.618189075480018,4.366201330364577,0.3
201,42.200734438950796,69.67898214367106,1.7124858414858357,4.077866035930664,0.3
202,85.91276567362499,48.07734697157469,4.652838432732796,2.068864153886518,0.3
