Car_ID,Gear_Slip_Frequency,Clutch_Wear_Percentage,Transmission_Temp,Axle_Wear_Score,Transmission_Remaining_Years
1,7.259105842358794,47.33371194876416,84.65385310057867,6.122966092182691,7.697372248051341
2,2.1833896995714372,21.605249958041068,86.13387931626532,2.2047050434409443,3.831362703677533
3,7.0341858969714774,44.07184529111055,62.34527399305103,3.142240834980993,6.207331620333955
4,5.435026379631849,41.49753581737913,85.8599089373721,0.4299910710323891,6.335171185778082
5,3.544625531581954,,79.07927958372413,5.895393984047063,8.090556781013182
6,2.187106774293144,38.65817041425656,65.56901626202021,1.7097015422728634,1.990055341184978
7,8.599747104554863,61.469995110145874,93.66337430267507,5.19233664274358,9.152831489259537
8,2.2877333136771574,6.503087398562075,77.67702114937742,1.7383596931754595,1.160192056399739
9,1.7224672031312087,0.0,78.98086932628499,0.0,0.9697524596818035
10,0.8470614079852112,26.050895100387233,71.8051869827519,0.0,1.911153825007325
11,0.9212803157694616,66.89498115856486,91.9439598809686,6.083413315219238,5.059313764676423
12,3.033679989548611,0.0,80.59544237434648,1.7401550719456942,2.054449625213383
13,5.063887537318479,24.598222854506375,76.17388145457983,3.580542799146051,6.259541856405034
14,11.304578491906835,62.50771436866123,70.6133593978764,6.590423128874538,9.064277607354711
15,2.9117149881406035,6.842158176423737,68.15048863063835,2.8697035841444616,4.027130264750223
16,6.785866033352388,32.37731635136078,83.56525970229332,5.0366817513451485,5.1670695219704506
17,8.299704859654772,47.72639489728253,85.4032026201673,5.954775340045089,6.69451154299974
18,5.695991707391866,14.725899857230385,60.0,1.7572272845864492,4.15709554346132
19,10.50726349171809,65.74054743089552,95.51924311282428,10.0,11.999540503678622
20,12.424601387341529,100.0,89.20741593580104,7.368078719603739,10.841554122768356
21,4.339335002966115,72.38414661068963,79.45766917117643,7.178473717077281,7.931859469964606
22,7.654749073011804,36.92446909989276,69.93911377040492,2.4162592290932414,6.249678203658902
23,6.810120579628696,62.69707317887598,72.93706455838316,4.299464297547993,5.337221292526748
24,0.4940526240808607,64.73575939641975,85.44189530449263,2.3830806875987927,3.043142163154542
25,1.5036517655477089,6.90634236304826,60.0,4.098270812840018,2.865215900489823
26,0.0,0.0,81.22070299260781,0.5491775867593796,1.0197482381196878
27,7.158166073820667,,83.1652050295069,7.539043854258819,8.257881594981725
28,0.0,0.0,77.22228498093412,1.510179168578969,3.1141440611418583
29,8.775585278635505,69.71678165066359,93.93783230998204,8.592130436327823,9.664413936215182
30,9.143367594308565,35.15567652985003,100.32012428066254,4.324286640994104,7.847720726811634
31,3.9232681446618085,53.17211391289897,96.1844699639224,3.2837315198019454,8.317053757894925
32,4.8360199091957945,32.92993522134574,75.0239404209619,4.58889089654833,6.091814875133208
33,10.040434846077503,85.23807317339299,79.09267727994414,8.734033844279542,10.856023139069773
34,0.5549757014130579,0.0,64.5645751520943,0.0,1.052645148778404
35,9.422478637294569,89.99125880105869,87.74992773541001,4.988125347678128,9.909557364525773
36,0.5241479463680898,0.0,69.05585961093458,2.591661687384735,0.752541239799189
37,6.513366799179023,40.133819253010095,73.96184352429073,4.312056775488545,7.219775410173681
38,10.012752022644204,7.022993456601739,91.09285700489329,4.228234005292499,5.902722145025702
39,7.2747447548498405,57.287111284642,92.22206792853883,5.747700806330163,7.9730250933367
40,5.570842895609419,,74.55058954767735,0.0,1.7607091016439913
41,10.079557049288058,53.210671675764644,91.18342993233033,6.364884021811031,11.145398320833566
42,5.235336226399836,73.76568074595681,94.34159812325073,10.0,9.098647190007192
43,5.928935929163371,53.12899352313407,92.84488051790596,7.235966609041134,11.30189266650782
44,8.735197598478802,39.63424763663642,76.73844100382995,4.650163404984193,8.190265044321881
45,2.23523337790777,31.548234643013494,74.3258141537359,4.415361227371792,4.855410655057231
46,2.1654397974271724,28.058276773753732,83.39652250872514,3.771553527003288,3.84808994024424
47,5.490252920860001,22.22892763168403,80.76072780105844,2.755266672684704,5.338988615837858
48,1.4887504556701665,0.0,79.51962810139052,0.0,1.6510655982531253
49,3.1181116535760047,11.40446460957572,73.36327202942438,0.5554402478163996,2.2081527694798164
50,3.585561335835844,15.78595298169531,80.20816418822444,4.576618481385489,7.297322541500824
51,8.554303837257292,,94.24794844413054,8.724429927938179,10.00422093436015
52,0.0,5.864223278119421,78.87910863779342,0.0,0.844546605178239
53,9.320525224303939,21.877887367672006,82.26846098511132,4.298846092900822,5.8228863451023125
54,8.500110611419194,66.20592592441535,83.99426997598206,5.068501077937867,7.813594444193961
55,7.2899765775683525,82.0686318527298,92.44672144487862,5.660154261218106,8.695293015585472
56,5.547275649494448,55.831283719316566,81.43729853689163,3.8797229206822754,8.18519874240453
57,8.071540357634284,21.048306552210597,84.22406908423697,2.19194870240316,4.924894472524835
58,0.0,58.18331715199085,77.66557775815862,1.3036089239227637,1.2437614949946996
59,4.355989346007039,55.22634249133432,79.93564432506166,3.2754667941496347,5.786158567910351
60,0.8512637423489803,3.971367853517716,69.14072463782969,0.0,2.26090693539199
61,2.5732692852366195,0.0,63.35317835136422,1.4705328002601261,3.0568905780697584
62,13.185576194831992,46.85105820608007,90.06660928481543,5.825026695415729,10.239363330240227
63,8.396625066744281,82.5557196395956,98.23225874587638,8.13011042933645,12.0
64,5.747410784753581,39.1997292183951,85.77341305597115,2.895316585521846,6.778119172902274
65,7.215539993997365,69.408021251147,83.96118469755211,7.585358488440035,8.87655175858331
66,8.52921137338903,62.77988620769524,79.38489532398079,6.728846277326303,8.231011601333858
67,3.2719180694048844,,69.46206975257888,3.051137192321998,4.706138164026484
68,1.1424328320817692,61.75726639923186,71.57271209295217,0.0,2.3458600745365583
69,10.140701925121627,44.795239201941214,101.81679742954535,8.07184416885121,11.244939424704242
70,7.4483426118639855,27.624568056230626,,2.2567743136428273,5.325802937392922
71,7.363817928392114,43.394660330973196,70.21094637532354,0.5142311243224098,4.3486374977818825
72,5.864155487099656,74.12539481220166,76.81250164456658,7.080152069955711,8.120750216131867
73,0.0,,77.43694027093126,0.5831952726416083,3.8790714313735863
74,2.97764359518811,0.5436955622002166,69.95984073658539,3.6961585630003126,2.9985541495071533
75,11.187649026544229,70.3441141526891,78.55300411458728,5.836163914586222,9.090505146105949
76,10.911183467612899,68.13577872086104,89.57042985342625,8.007733563938487,10.733136794672808
77,8.082025730845944,100.0,88.79140581726513,8.194225017020937,10.816154951804249
78,2.8375170697394485,52.183414262139834,74.59730893942542,5.898626862810594,5.849058440588458
79,5.004910387111645,0.0,68.33876601037294,3.7772626101080142,4.751180870756235
80,8.372753133653804,58.38360964090459,94.97162346706318,9.95738946186017,11.316809361733892
81,2.581176595562788,38.90994959742165,87.68538418834343,6.5802050637044145,6.000177397454074
82,6.372647763882016,50.72745733496248,71.16877183262088,5.581355809461521,4.211905432796816
83,12.049790965371109,46.87232623659448,66.93258153968878,6.514192617533835,9.150325719780307
84,0.18244410729205596,31.888476692722605,60.0,1.0257946524502741,0.7207355362646533
85,0.0,,80.96794531567697,2.882333080305047,1.9822482444740428
86,4.156024958769089,25.400644986983412,77.36397527404331,0.536674641070988,2.3100523944443023
87,6.349292644614463,61.01500779939609,87.11945972732619,4.718341664682722,9.245368575494627
88,0.0,0.0,63.977594648636526,0.0,1.712277295314076
89,5.32127308196591,54.11005391949824,87.32665394480206,4.863030946692758,5.7647144385457265
90,0.411510479829849,0.0,63.17957623794564,2.1710690281920213,0.7655315946251104
91,8.065300701096238,,100.63771611169584,4.454563322055365,8.21749527409273
92,6.11794900304849,,78.70223995390371,4.494538556843223,6.330056976598937
93,3.735185523405721,31.37795587383671,89.53965997740988,4.9996688090540395,6.125534079893957
94,3.231447069094974,28.94117806403201,76.81430209411177,2.8956144622097892,4.02638972323619
95,6.760489638018498,,95.3537998471432,8.965065483344294,11.174846596768269
96,9.285377622768666,67.1052023215654,86.91294568138765,3.2856748254205788,9.694358349047862
97,10.989997465534117,82.29156595750088,84.99801540924318,8.353724011050456,12.0
98,3.8862120731641614,43.30759315771218,77.60531664823198,1.0450791158587507,3.303577171877138
99,3.6689165401259873,43.616549979377105,74.62117488831608,4.795953994789455,3.321870002888228
100,8.018058661218337,34.225379473946916,68.76511212155037,3.014924023295605,4.651230284539592
101,9.495061488093432,70.75606054263572,82.10889287903517,9.98048841321304,9.725519456467936
102,2.228486876855534,5.808808497751729,67.99259402611851,0.6249918859793491,2.0221649410380182
103,2.499515869442047,12.945340298552184,87.35148331128019,1.6656760623763036,3.093915696953845
104,8.849994630478758,73.32620263409748,97.38516516453001,8.118728651896342,9.935929424464728
105,3.065488225357245,0.0,78.86334002232249,3.348507700880437,1.2812720269725055
106,0.0,,70.4223450237291,2.5418896681594996,1.8049572403462437
107,4.365347910047884,29.33859550443575,76.97845674099072,5.037201616194469,4.0690223027377925
108,8.355622229082178,12.935211817939347,68.37613849172016,0.0,1.2498285998789413
109,14.671593789264362,64.71028500442577,83.60011899873054,10.0,12.0
110,5.675584921112507,71.7566199077532,87.42484798887271,6.902830356664151,9.254780104776097
111,10.876145966845268,87.9593300687979,102.08510822607295,7.84466300339862,12.0
112,6.584930375229404,54.788976411655,94.86290686299367,7.772188158840793,10.201376887919508
113,4.1272289023522815,0.0,71.53327687739133,1.2190369128018141,0.8433775073409635
114,6.93808756602879,51.851229548940495,90.62857241887656,6.4845800385032,7.695231756912144
115,8.276245391597048,56.14886718808459,69.37714787345142,4.933987491643457,6.03477143905541
116,8.894553650905438,,78.68805306087307,6.501901244698031,7.156103251188936
117,2.55909815000835,4.754737361990632,77.062674759347,3.11740652280122,1.8640829989157675
118,0.6821149352932685,50.0869073885764,81.47251912497931,4.166616438374778,4.7076858573337095
119,8.149935773727345,48.66418677633939,89.21663125105485,2.495455594421327,6.280563350406402
120,7.464512850874554,32.83750325138905,79.7598882138326,2.1950643274296096,5.753376166492256
121,0.0,0.0,75.87482101856881,0.0,0.7997680158013565
122,3.394284775555156,17.686485666964757,86.20169532688722,2.2701640275083514,3.315876056774074
123,1.6175721893956667,30.998105503545382,65.35737233265466,2.1571425871543033,5.124498201828106
124,5.652258473412367,62.986144411615044,73.43384119319467,5.409693054767758,7.994621366786456
125,0.20035129852672195,36.58753520290393,72.88454002665989,3.4527823110682085,4.08383273014723
126,12.120118514986272,60.640667973946805,95.96212435826347,5.1127875088433505,11.840456904203268
127,10.89843112020915,92.22975713680611,102.57871470747084,10.0,11.664745999861802
128,2.7716443761866776,4.4507821336218925,69.84329361034386,3.383178253810379,4.790646660525783
129,4.993256098900341,42.11176366678657,80.63303454259783,3.0830182481301325,6.320192756323782
130,4.580270569706961,0.0,77.34583297036731,5.7991935993156005,5.1185405443914185
131,4.956606102642416,58.21994061102424,89.74580365366133,4.796355912091622,8.196719931611948
132,12.380415664761951,100.0,94.10604403136932,9.52368547928332,11.886562719385891
133,6.198355130967804,80.68390697238124,85.16544800976243,2.175556930541936,6.737284165030241
134,0.0,20.963187856152175,72.66718319354364,5.251520374427612,4.143364004625562
135,0.6985362312010528,34.322069558147916,66.92448501140406,0.21378194713630427,2.050127186829733
136,4.274451151036402,0.0,84.92447070561133,0.703420219911361,4.310776806810493
137,10.37340840320687,68.8283878970393,73.25422084114703,10.0,11.816020012155066
138,0.0,2.100055368830204,68.08094585318213,2.836243694490994,0.6568182535171594
139,2.6716894990913223,0.0,62.44394332013195,0.6365739024031039,1.174549089208786
140,1.6664333508795472,0.0,60.0,2.4783713607070084,0.7273785761521853
141,4.832694818810515,50.000127775899884,82.3971604819942,5.386657414984174,3.8063994954935945
142,1.565868307207464,0.2865048751682302,69.89659420346945,0.06657771664649026,0.8476591158265355
143,4.878918487754516,,71.35422612268528,7.878382231286222,7.890233326244585
144,5.377268810994514,,82.92885802400437,5.2457178809275264,5.778330933235796
145,7.208051081471295,31.977845235425978,,6.409632637101007,9.346057424696461
146,7.790606800443038,52.75425198340884,98.68659512699408,4.801872611081933,8.338821034195945
147,4.042810163903042,55.94769739481913,90.79012467631856,2.4070325064113876,4.812102537531324
148,1.9730300007669581,,86.0637488773665,4.050541289852082,2.709436956129384
149,4.960445857142074,26.793928130145613,72.78437635694509,2.618392431105991,4.085418961345021
150,8.869966189859891,57.44284299634471,86.65146124330393,9.019301271342655,9.1417449022474
151,9.756283671190518,15.576844153912296,61.49977948394726,0.0,1.0374013542712188
152,2.976508620835263,23.734319492087206,84.01593486258143,6.679849231913632,4.084811481373114
153,2.493090963700645,64.28099821171028,87.08959021945161,2.967116368431855,7.718538550832921
154,5.563089317722199,45.16274143091027,84.5618791527236,6.509436414819331,6.038490472854645
155,3.4010824600052074,17.293643139275687,89.2694212317557,4.8535740511051895,4.16183429289087
156,0.0,11.256822296197093,77.03222379759461,0.0,1.044299395749962
157,2.611443617170784,27.827346577679055,81.29383613594584,0.0,3.3248272512131796
158,5.739959604934681,73.84746524740333,82.10041168932574,7.923334611847224,10.174320270327453
159,1.1229218946407187,,77.74036767249743,4.818560230794176,3.726596135568602
160,5.350848536078519,29.644166528430237,69.62415079215656,1.8577150261495918,5.159517721835655
161,4.66358680076878,81.81478156110437,93.8543886820448,6.495378460491198,8.91512527297824
162,5.864061476310978,59.35316815289835,96.59601325712255,7.231040807063923,9.905491539757667
163,5.988147794049513,34.04521322502052,80.54151690564706,2.9457603767370957,3.867047941243448
164,9.61443655925586,69.45040118658815,102.11242701233878,9.072943223452821,10.960862044509193
165,3.607428013742891,80.87938212563895,92.00845690851659,1.9036244366430837,5.947521910379835
166,5.695791810236969,72.27793731104097,88.22730996968868,6.469758567549713,8.86736998801382
167,9.402534736075523,63.34175686558621,87.50647130209406,7.27950527768872,10.776502940378673
168,4.638892028345533,33.97212460139674,77.68581734143473,2.76220767020907,4.174919337620373
169,6.944978479887931,7.575654957744941,77.33398454462979,4.079682997020787,4.822014016169607
170,11.197544443303542,33.355929038135145,99.83117179602472,5.288160970562981,7.754253033099464
171,8.828610395213772,36.994994664603965,99.98712900504925,6.189117769232376,8.740870283379234
172,8.204414040138003,60.26494117352719,110.72317519438943,6.066595533702621,9.106900542823736
173,1.4788678005674938,18.42456010076397,64.56491174897326,1.4780676955044685,3.751370694808327
174,8.055618409346474,29.32774274953634,74.39315871328326,6.4903149075963995,6.095560947321498
175,6.171259326331873,94.72774919261096,98.11461363840705,7.747210040902928,9.048631126177483
176,7.371660497884051,83.09373188031142,82.35260008074829,4.937454508345942,9.212079739738872
177,4.362705543594891,24.48461129292084,93.94951107479343,2.7799822219575003,3.2441878952598366
178,0.2346495642412808,0.0,88.02459257852976,0.0,1.2346306623067491
179,7.66510573970032,41.60049660710834,82.95620683623946,7.603595591099856,8.344979376141026
180,4.992327278677916,73.52349654094743,75.87077412420543,10.0,9.34608045839032
181,1.605998829132027,25.83338900692225,75.96322551827973,1.2995288158316245,5.7531888641135955
182,6.900903889497189,,74.02461187105294,6.87456474337705,8.679432098317914
183,7.979502047204106,66.84148672065254,86.65369464980152,5.961247926657605,9.729690417290891
184,5.542152321993875,40.9344569667454,90.45627295293619,3.0902904187349205,8.18879319476678
185,7.037478982198478,0.0,70.34560392485783,6.115189326378092,6.781907479423971
186,7.997203825264513,,79.57168077393331,3.6986214902656034,6.7404958391838194
187,11.702694911729909,,96.03268040491307,10.0,11.049057016809135
188,5.533854477810374,47.968879455620325,85.62017843443951,5.304937634284581,7.885346024800964
189,5.991673493670307,72.86976495523213,87.2868908661935,6.410063424264973,8.659413163115005
190,11.23507178674613,62.89823059558365,96.41521015932227,6.3908140301186505,7.194857948904984
191,3.643234445085439,48.22092059860383,76.7896420380252,3.42571555742701,6.811051177787701
192,8.414269770915324,50.45381462988392,86.69858928830493,7.584159265678057,10.685020398003658
193,2.9840078657502747,75.08898610317917,91.07416245808936,3.439830127554167,7.138070342722592
194,4.615039099614871,29.354499677108215,70.80361433515692,2.4899617448165703,0.9640078812356266
195,0.0,14.892902006046963,78.73795242277198,1.4510300348047611,3.3435896885391254
196,6.221820499557565,66.80425685454063,86.26012184263392,5.774517416606235,7.061636168032829
197,7.08397380061624,67.78291277918007,88.66569153150265,6.995784912020005,9.334639012367171
198,7.953391219347922,,98.3166781209177,5.616585040175359,8.980728284986297
199,0.0,0.0,70.63959096892931,1.5360441916685899,2.2126651266270554
200,5.810568288169132,37.05440788880501,90.59650961157773,4.824463382724138,6.0551406500604035
201,6.351693667332441,54.82417204262545,99.2883944334083,3.7553031393348824,7.957249444706177
202,4.524161171859476,39.47810246910963,81.65906064402283,6.293010570970485,7.296562084385445
203,0.0,0.0,62.84353476401328,1.2891147986215703,0.6777672520725496
204,11.514653095453374,79.34760000869917,92.14338395333954,7.008125437143056,11.914351524543981
205,1.3664590244578592,0.0,79.24401637711492,2.31308259822315,1.9555332463916395
206,7.964961195659751,88.26757180151341,85.27724938065964,7.509321132914378,9.67790214287595
207,1.5977553518031091,20.729243092514178,80.54961501955906,1.1609084242373902,3.0994928359395715
208,0.0,0.0,64.51120709944018,3.595440000395268,0.9107326689903132
209,0.0,,71.40215840637879,1.4958836350214786,1.2105938075114682
210,7.932389429548262,42.455393511186465,90.08332439116224,6.020493040838491,6.227692695960966
211,0.016647027333459574,13.803720020877924,62.83840300917949,1.9072041919986185,1.0509625481546356
212,0.0,0.15993252584708628,70.69868989590246,1.6118399752940828,1.9040776201469072
213,10.781298514123431,82.90056247232438,106.22032829103016,9.858219263313455,12.0
