Car_ID,Oil_Level,Oil_Quality_Score,Avg_Engine_Temp,Engine_Damage_Score,Overheat_Events,Km_Driven,Engine_Remaining_Years
1,79.93428306022466,4.271837283533825,109.0977686910283,4.8045879750569265,0,87896.90851868688,1.1084715280003123
2,67.2347139765763,5.23813833252442,72.45222866295407,2.0466057609576342,2,99999.19996053303,4.564739718209798
3,82.95377076201385,4.61587963285151,91.06645932947045,5.7283909527013135,1,49678.86531193864,1.4348825635957922
4,100.46059712816052,5.404008362517724,94.50007971942398,2.524095770486673,3,83375.6191483961,3.9524072856387633
5,65.31693250553329,6.071699378577622,95.19090390079558,5.873887593612821,2,106037.11768050863,0.3
6,65.3172608610164,8.174308972662768,97.16595267293698,3.3147213115481966,4,6325.055313660108,6.2960492463735225
7,101.58425631014782,5.857681922588595,102.32527783771391,0.0,2,121912.93335807433,5.148131770549845
8,85.34869458305818,3.3287485864608146,94.5751107314558,1.5439593987976576,6,156183.86467014448,0.3
9,60.610512281300956,8.78013569299032,90.58330061427583,2.923963228281789,2,137636.52234909538,4.46600472582656
10,80.8512008717193,4.82581973276992,90.10892786408365,7.4204725593714445,0,138828.51125941673,0.3
11,60.73164614375075,6.382559145790743,87.66181037553974,6.2528590763230625,4,110785.5451988214,0.3
12,60.68540492859486,7.393073013881423,104.45051989192238,8.059653530805356,3,140927.6929875809,0.3
13,74.83924543132068,6.899220836805566,87.24165824628183,8.134088040074644,3,184054.5861806264,0.3
14,31.73439510684404,8.688359095042951,105.16125330809894,2.6631229885227126,1,270833.51835330954,2.066533639451457
15,35.501643349739346,7.458006286785518,95.22798898711845,3.5287828506029264,5,57930.036651709706,1.0481934531713555
16,58.754249415180546,,88.74494231772644,2.971800189173654,4,70216.17652516201,0.3
17,49.74337759331152,10.857124347983323,102.42088658892962,2.321223486747309,2,61752.06626625924,7.449717462400805
18,76.28494665190547,6.888666926676467,86.27055290332258,0.0,4,196465.55013435194,7.340851686818262
19,51.83951848957578,6.2053195467569875,102.65820848873855,3.963130704957894,4,213283.12309169362,0.3
20,41.75392597329417,8.427850846111141,,0.7860860157222236,2,165677.06166852635,4.782136570624406
21,99.31297537843108,6.998901891860145,87.84410373089695,3.9145702961641815,4,40282.94252028916,4.163936345319954
22,65.4844739902693,7.298456385878654,101.34361778401471,9.28942702390746,3,101920.38880625853,0.3
23,71.35056409375848,11.484367997201375,101.55907670826366,2.726637259173229,3,140939.543846151,6.875549313352268
24,41.505036275730866,5.949757143489907,,4.486935014070168,1,140491.19192213484,0.6170415298216708
25,59.11234550949635,5.864478211965208,106.59376414891155,6.266620964523208,4,236201.8316952364,0.3
26,72.21845179419732,6.733157024024927,100.89528824871539,4.700728229914768,3,183720.2368833508,0.3
27,46.980128451553945,8.643031871162076,81.46890858549484,4.73121046985574,2,180826.67397072254,4.4633181917945155
28,77.51396036691344,3.486931939619202,,3.0939939157797998,3,94716.77737027535,0.3
29,57.9872262016239,2.5688882170469896,78.15660546713828,3.4203050623469187,3,144945.79436517778,2.289287322526578
30,64.16612500413447,5.325769458759705,106.39115809138771,1.5999736945304295,2,21388.634404290395,6.30278840549971
31,57.96586775541206,3.2321540818814256,100.17540580263558,6.115112522223519,4,124996.14849266526,0.3
32,107.04556369017875,5.650337304948723,80.91029153022663,0.0,0,130644.38403320454,11.041238640757914
33,69.73005550524132,7.504999392258581,93.508388733458,6.4277208459555055,1,44881.10337955391,0.3753549674310084
34,48.84578142088199,4.718502272895472,94.05496536506432,0.490754038136894,4,102058.68603445057,3.4297321257406015
35,86.45089824206377,3.646346846437315,110.66699258972628,6.406518185191631,2,208114.66970807826,0.3
36,45.58312700057955,,86.44026919663746,3.115456184469547,5,117720.97995738311,0.3
37,74.1772719000951,8.22508696923034,91.85665992290775,0.9203282796672996,3,157449.96505684394,4.12706894755209
38,30.806597522404488,3.1100531229667747,70.0,5.448246612699091,6,263381.2745173143,0.3
39,43.436279022031385,8.140464796611969,115.81715351748292,6.321918837689437,3,92713.84919298491,0.3
40,73.93722471738246,8.134612407476652,82.15438108375915,2.904803379741158,3,171025.78442946248,4.194726275776156
41,,8.408170204313256,98.9229303708701,5.801526371697333,3,108834.68898625144,2.3670869286429674
42,73.4273656237994,8.936960429743372,93.78310604333764,0.0,2,186380.43859203142,5.31114967177653
43,67.68703435223519,10.904027849319231,93.82398839859992,0.6985092756334992,3,117377.44121213324,8.798500795332822
44,63.977926088214225,5.787815902761889,104.7183438184505,7.231022326171822,1,183361.23082687333,0.3
45,40.42956019265145,6.719143160155716,115.05514952364362,3.4408268145052094,5,202409.54624755876,0.3
46,55.60311583210583,5.667123133503949,98.0179240393039,0.0,2,107791.0401299986,2.568190755937711
47,60.78722458080425,6.503953689511621,102.86093621156631,2.2528345488950157,0,183239.29922135582,2.5092862256833017
48,91.1424445243783,9.565746711272624,98.94669844072449,1.6914988186872981,9,16915.254458080366,1.767374635425432
49,76.87236579136923,3.8099710321386624,107.21037708716752,3.585095671317688,3,127745.47711759478,1.495312013460869
50,34.73919689274532,4.777900655668849,89.44500344616408,3.0731225404808815,5,198524.50886376662,0.3
51,76.4816793878959,9.254361873009122,107.90468665299697,4.447329322345402,1,262824.32976044016,0.3
52,,8.540073013804179,108.3259983877686,3.826334870968563,4,44258.10529758762,4.3568783531621005
53,56.461559993880826,5.773736706365844,107.99044410419492,7.399348137592547,4,52309.77799114304,0.3
54,82.23352577681736,8.20880400224144,87.0782255919623,5.061371499299173,3,88535.39328826782,4.226605756519639
55,90.61999044991902,7.182431684984066,92.9799483891537,5.144179027983965,4,129870.26879415648,0.5751683818944562
56,88.62560238232398,9.500549218001975,97.87360386536523,6.912892809736304,2,81107.13160461304,0.3
57,53.21564953554723,6.649019187653545,,3.0280781239260457,3,173579.4554160611,1.2268790307904023
58,63.81575248297571,8.551264227745165,114.13904249703218,0.8453063916037871,5,103089.53047683819,4.1344747128353845
59,76.62526862807128,11.78402382098524,94.85268159797388,7.0174258115806225,2,77243.879171679,4.920140271306622
60,89.51090254244718,7.696198310094933,98.40713465125665,4.339604370270282,3,57422.5048016155,3.31311351650724
61,60.4165152430942,6.598656331589687,88.07594672327356,4.348378019747321,2,123303.14994029659,0.7270996465619894
62,66.28682046672365,7.944893970441958,79.07746928759573,2.416675196174409,4,147609.15588802943,7.390823290986662
63,47.873300519879436,5.76943828359223,87.75164137430275,2.4578616672410565,1,174463.49171246204,3.1110268455154566
64,46.07586751838659,11.275935411049463,97.63045025160307,6.116805846927109,1,96873.10708393087,1.31547167200721
65,86.25051644788397,6.860142075391963,103.08114575304432,6.461639495344025,3,148413.19084313227,0.3
66,97.12480057141646,5.954133359548974,96.94149848723264,5.9595585143666465,2,214541.7758792481,0.3
67,68.55979756839332,4.828621989959927,99.1606881949034,5.982404013613688,3,193779.47193580703,0.3
68,90.07065795784048,8.694440383212877,90.95568350382348,5.422573843149397,5,94934.21822598658,2.874122424505097
69,77.23272050095268,8.234374825655477,100.95498279494514,4.328806825195391,2,160813.62181020013,2.0932843546985085
70,57.09760490789751,5.505291257171813,112.79399439663088,3.5615507891975486,1,109091.44351097777,0.3
71,77.22791211016828,7.652902690244845,103.45747330926784,7.025809624853883,4,93764.34720983423,1.1536539961356485
72,100.76073132931938,3.482888063574287,104.71450265903528,3.065697823773916,3,64195.73510784054,1.096700837463013
73,69.28347921780097,6.869941150146312,98.52819679167958,4.924948034701868,6,226415.4388520638,0.3
74,101.29287311628012,7.405512704153389,76.96213916480478,1.9899675051143837,3,77734.00910011047,7.0754658214749195
75,,9.914659619118446,82.46400163242508,2.3517524078738736,4,110546.03571225415,4.5892846855063665
76,86.43805008750448,4.958362394542621,100.45850960796612,3.409613580356934,1,5666.507466730633,1.389437937622589
77,71.74094136476343,3.9432947423953513,94.86873137647898,1.9901540581820911,6,185997.5953138072,0.941280508792572
78,64.01985299068265,4.709144078149917,100.27811463767394,5.994629563695751,4,118019.53180137226,0.3
79,71.83521553071004,3.82686299937016,115.11708101412889,0.6299143711374264,4,191280.05973685562,0.3
80,30.248621707982146,9.173314715517966,103.71243199075201,4.248074058452683,4,141194.2253544111,0.706230979466164
81,65.60656224324975,9.597278590048074,110.10663446891385,4.331270242105453,4,128068.7612853598,1.1316342318528956
82,,7.140433155897658,96.13617667364876,0.0,1,170403.7089952565,6.655867589654481
83,99.55788089483032,8.942589891370297,85.31341187018673,2.897440448690978,2,119335.0722326666,9.545114909467184
84,59.63459563452705,6.76791676116047,94.30560608942791,4.639248845120357,5,9615.145676551576,0.3
85,53.830127942136244,6.309776704598468,85.34297823537034,5.07181998323517,2,135897.74330527848,0.3
86,59.96485912830927,5.833924761892477,113.69953948126937,3.4892319784995856,5,186707.60639843083,0.8883790734494708
87,88.30804235404148,5.879218017244869,104.48469291842564,5.692220511201788,2,68214.1749858871,0.3
88,76.57502219319369,3.4043968873819375,101.24614995953935,3.726709356909898,0,0.0,1.1333662622430105
89,59.404795924659226,7.028509527214678,109.83131842673724,4.034132280187642,3,76872.29111174212,3.4675980574308713
90,80.26534866226712,6.419332179571913,70.7593230257213,4.629134672466384,4,139728.23765205045,1.5770599288667362
91,71.9415509869608,7.990721448155751,102.05765541611191,6.317499071835422,1,49335.15755111803,0.3
92,89.37289981065778,,79.27225058834753,2.31070499396117,1,113058.20659902424,7.63940184675805
93,55.95893812245295,6.1745925968618165,94.91293161841206,2.7829453187042565,4,144567.7387414055,3.56034245532175
94,63.44675706804463,4.757613939984738,91.25950889039342,2.3277587706769634,3,67375.05338757281,2.0837268028855744
95,62.15783693735685,6.644306473643523,102.94083934516337,3.1695057096451666,3,197488.6146836667,1.1133717761500066
96,40.72970103735763,7.976474461632324,97.73824746753147,7.565585645199412,3,160682.70215024907,0.44885158039288564
97,75.92240554129152,4.2133220178322786,,5.431813298324555,2,59662.670368375126,0.3
98,75.22110544359779,6.674947507361479,87.77723406880864,1.1722756370778953,2,161760.4594507537,2.621601956492599
99,70.10226913284922,6.966085903058968,103.50937267559941,2.4988825860283135,3,70442.90865864146,5.048556449765587
100,65.30825733249706,5.063870432763471,96.94667860278598,4.931918060691006,2,89092.32593830973,0.3
101,41.69258515899172,5.324287390184,75.37651675914137,1.733730547668074,4,122562.65252404928,3.6670014500219628
102,61.58709354469282,6.961221697532429,83.9766024977236,2.1866498979631075,2,169453.45417418383,3.8346678285670124
103,63.14570966946461,4.2331579634147545,93.20146359773398,7.362399165435372,3,117359.75819243863,0.3
104,53.95445461556762,7.199847430498785,108.34750939870074,2.4665609288170334,1,144807.15291314662,3.6643273015971927
105,66.77428576667981,4.7092912526816,100.56467669068537,6.386667040073467,4,206012.7443142067,0.3
106,78.08101713629077,8.625707386066432,80.98999011343143,7.138307973827346,2,135675.63057061378,3.775191251339778
107,107.7237180242106,11.175655490776599,93.31620526343409,2.166344772077589,4,82139.7452400456,7.497880589419575
108,73.49155625663678,4.77848639659636,119.21367738551636,1.7750936086071465,3,161855.8542565344,0.3
109,75.15100781445528,7.568415724749349,96.3346800180903,3.309669783797087,4,87206.13684099104,1.8708754623234747
110,68.51108168467665,5.046516190235962,91.07209309913125,1.2784306983159377,5,102737.09410119939,5.243754659525966
111,31.62457569401917,8.58190834759558,100.90087568907465,4.302584696256856,5,153813.0603000052,0.3
112,69.46972249101566,3.96948318182957,104.16071695498364,3.4858702203665337,3,155148.1526120171,0.6851302221414157
113,71.20460419882053,7.461173516855426,89.5259798302393,4.901450039715754,2,109126.52002606177,3.1855707943048923
114,119.26484224970572,4.754022066221294,101.03089729245724,7.492358640582053,2,101229.24272221976,0.47068126372958824
115,66.15278070437755,6.086030821803263,91.05332603995029,6.043712451925797,1,229624.95184636157,0.3
116,76.03094684667225,4.4379494497053855,103.63193122195327,5.223099438530891,3,0.0,0.3
117,69.30576460589513,8.144700941791507,97.0363178956554,0.0,3,141889.83479056583,7.749713549672398
118,46.626439247609355,4.826039291120826,100.78361392463471,5.108439955255938,1,121021.55759848752,0.32605065484365625
119,92.85645629030041,7.603928518663655,85.88979744598994,8.306569151761373,0,94673.15401308493,0.3
120,85.03866065373549,5.811803943475335,85.14456339112569,0.0,2,137293.83140645415,5.84023829895839
121,85.82063894086093,6.271055256402274,106.34596765591274,5.723456357439064,1,61496.75023905059,1.5076288617271112
122,51.81225090410522,,94.04724342337407,3.6016035631088394,5,41844.04486092711,3.2608151165646047
123,98.05588621872198,4.976350656682302,98.42041690519234,1.8755124924426383,4,182466.08705304528,3.2981342653467474
124,41.962978744154384,6.920734227081774,91.32325487496176,6.002821459779884,3,79618.28183412147,1.8270650547965528
125,81.73714187600541,9.560669128708822,105.78472128816372,8.274264751518327,6,112650.05304672827,0.3
126,113.80911251619958,4.943810428334571,87.7062802396441,5.938076822094384,5,0.0,1.2353819371366206
127,50.18927349738623,8.84362028654769,93.37278512118941,3.072020121846184,3,15945.400672889096,5.389889007165701
128,58.67404540794456,9.496195266975569,104.43191375243758,1.6413254389796093,6,135162.97468712504,5.021592613945111
129,71.99302730175282,4.867690021943912,109.07561238997118,4.361569084473859,4,185014.67740359184,0.3
130,59.93048691767601,3.589890789818896,88.7148885076798,6.18292323095397,1,78830.44405285685,0.3
131,38.98673137867735,7.10392180034353,118.51620778347059,3.032367434415681,5,217923.8674783061,0.3
132,71.37125949612054,,98.75890032432339,3.2740425208730084,8,197169.4213782574,0.3
133,48.7539257254779,10.237206438326005,82.48486085829515,11.055000624595996,2,173121.5607303318,0.3
134,79.47184861270364,6.5696150809996645,99.42862458307961,6.6966298648993146,2,185031.95773133484,0.3
135,51.61151531532394,4.895601183929641,90.40400942619851,6.875321695984081,4,198871.80358370475,0.3
136,100.99868810035079,4.205680977976577,100.20882184619812,0.34928523485297003,4,88789.03860027036,2.476560312495712
137,54.334934153275256,8.679809918181661,94.48572502807595,2.232028301766349,1,91644.01350671268,4.338697651307129
138,63.55876967588649,5.357632051831627,95.89128428228173,4.186704098635597,0,161778.48442290397,0.3
139,86.27034434739339,6.587657598920856,84.06087948096625,1.497156105287126,3,45385.594960201604,5.19327008019052
140,45.3827136713209,8.41160549022496,106.88073476859631,8.000993247223235,2,139933.33598789922,0.3
141,74.54919869208258,5.531483296138339,81.12647159418762,7.525780766476613,6,147543.53469486098,0.3
142,96.14285508564856,6.408142342519679,81.69482125514006,2.666136656539866,2,161942.73509393426,3.826530052283289
143,37.85033530877545,6.466863180354959,99.40832418976984,8.459796516518711,2,154407.39716907998,0.3
144,73.69267717064608,7.866649023032184,114.23413096613564,3.989369758200145,3,42737.54851925318,2.3522363273911226
145,75.19765588496847,7.681488671020651,90.76888283522712,10.473474293472622,4,17664.544851773477,0.3
146,85.6364574355462,6.059772537490343,103.4116678724476,4.361715326312591,4,123954.85339139497,0.6075841517892029
147,45.26098578243836,6.627298122993035,107.88008212236255,5.440481875821055,1,266744.6022721878,0.3
148,43.59086773831447,5.756441976953023,104.77621324752883,7.499758602923896,2,62328.535690025215,0.3
149,80.43883131233795,3.5447751861611105,91.26550052991583,7.194083374519523,8,100672.38345661813,0.3
150,75.93969346466372,7.015201714796259,81.9074393936711,5.276830165339733,3,137875.94940248513,3.0746125577727783
151,75.00985700691753,10.284383521666136,70.0,3.6471492013904103,3,87664.90997575875,5.387163197957071
152,76.9289641899395,4.732561718617874,91.84591400645128,5.285331749982798,3,159321.41644231146,0.3
153,56.399505568430186,4.953940580794594,109.13704842274609,1.9595395703097123,2,162653.55585402777,1.5155755115446268
154,74.64507394322007,4.758544456712517,,4.38033429716029,2,212491.44242179586,2.442268544554932
155,75.86144946597362,7.949183557446245,,1.2267311687550126,2,152998.1667973017,7.92536457148798
156,55.71297163947264,7.3969709083928805,83.59816963937753,0.0,1,100182.09842391012,9.750212502396785
157,107.31549022289514,6.182924615167087,96.27287091664206,4.126066910348608,5,172094.4005916514,2.4789124358789403
158,79.47665841823576,4.66396187672207,103.49349936986022,7.155694726679181,6,117581.55217008236,0.3
159,46.173930055947025,6.684753583279848,87.08605475793887,6.314511603990148,3,97378.07616200116,0.3
160,83.1310721726766,3.3707557453283914,97.04581616836298,3.7952192606859794,6,95178.39387140694,0.3
161,50.50636659545357,6.786853133714986,90.01890395929605,8.367474245438741,2,90351.14617312996,0.3
162,85.74169207484904,,103.46178390725812,2.5773465228835657,3,185356.2682468204,1.593506038918067
163,93.17191158014808,3.9976017267326442,97.82380602181564,0.0,2,184469.18628457072,8.039216389227528
164,53.58635363296579,3.4349634463406726,95.67809209315121,0.0,3,136927.82484281706,1.1142525571368536
165,89.26752258488644,9.65887578338972,113.70019952170372,1.0470226485107075,5,93261.94541231924,5.754371230494041
166,78.25561853872996,5.27648072099083,102.94767370841963,6.041561858155572,3,131269.00890117616,0.3
167,86.4412031998898,8.771895691887643,86.71577760648454,2.412993291331534,3,75898.15851858498,3.5878804383925544
